LAT;;;;;19.0728;19.0728;19.0728;19.0728;19.0728
LON;;;;;72.8826;72.8826;72.8826;72.8826;72.8826
ASL;;;;;8.00000;8.00000;8.00000;8.00000;8.00000
CITY;;;;;Mumbai;Mumbai;Mumbai;Mumbai;Mumbai
DOMAIN;;;;;NEMSIN;NEMSIN;NEMSIN;NEMSIN;NEMSIN
LEVEL;;;;;2 m above gnd;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Relative Humidity;Total Precipitation (high resolution);Wind Speed;Wind Direction
UNIT;;;;;°C;%;mm;km/h;°
AGGREGATION;;;;;;;;;
UTC_OFFSET;;;;;5;5;5;5;5

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;12;22;07;00;22.18;61.00;0.00;10.97;48.99
2019;12;22;08;00;24.50;50.00;0.00;11.38;55.30
2019;12;22;09;00;27.92;42.00;0.00;16.20;91.27
2019;12;22;10;00;30.23;36.00;0.00;22.46;111.63
2019;12;22;11;00;32.08;33.00;0.00;20.77;123.69
2019;12;22;12;00;33.55;31.00;0.00;16.32;138.58
2019;12;22;13;00;34.22;30.00;0.00;12.41;163.14
2019;12;22;14;00;34.17;32.00;0.00;11.53;194.47
2019;12;22;15;00;33.00;38.00;0.00;11.72;222.51
2019;12;22;16;00;31.74;42.00;0.00;10.64;246.04
2019;12;22;17;00;30.72;44.00;0.00;7.95;275.19
2019;12;22;18;00;29.58;48.00;0.00;8.47;282.26
2019;12;22;19;00;28.71;53.00;0.00;9.36;292.62
2019;12;22;20;00;27.91;59.00;0.00;9.51;299.48
2019;12;22;21;00;27.25;67.00;0.00;10.95;316.33
2019;12;22;22;00;26.73;70.00;0.00;10.19;327.99
2019;12;22;23;00;26.29;69.00;0.00;8.31;342.35
2019;12;23;00;00;25.85;69.00;0.00;5.40;360.00
2019;12;23;01;00;25.61;70.00;0.00;2.81;39.81
2019;12;23;02;00;25.35;70.00;0.00;2.90;82.87
2019;12;23;03;00;25.18;71.00;0.00;3.96;90.00
2019;12;23;04;00;24.89;73.00;0.00;5.05;85.91
2019;12;23;05;00;24.41;77.00;0.00;6.49;86.82
2019;12;23;06;00;24.33;75.00;0.00;8.23;66.80
2019;12;23;07;00;24.22;73.00;0.00;9.83;81.57
2019;12;23;08;00;26.27;59.00;0.00;9.73;87.88
2019;12;23;09;00;28.66;49.00;0.00;11.77;113.43
2019;12;23;10;00;30.73;43.00;0.00;9.93;136.47
2019;12;23;11;00;32.17;38.00;0.00;8.64;180.00
2019;12;23;12;00;33.00;36.00;0.00;10.88;214.22
2019;12;23;13;00;33.20;37.00;0.00;14.19;234.29
2019;12;23;14;00;32.87;39.00;0.00;17.25;246.64
2019;12;23;15;00;32.27;41.00;0.00;18.56;251.92
2019;12;23;16;00;31.39;44.00;0.00;17.38;256.83
2019;12;23;17;00;30.24;49.00;0.00;14.80;265.82
2019;12;23;18;00;28.96;53.00;0.00;9.00;270.00
2019;12;23;19;00;28.36;57.00;0.00;7.42;292.83
2019;12;23;20;00;27.87;60.00;0.00;6.62;315.00
2019;12;23;21;00;27.34;65.00;0.00;6.29;346.76
2019;12;23;22;00;26.73;69.00;0.00;7.21;2.86
2019;12;23;23;00;26.15;72.00;0.00;7.42;14.04
2019;12;24;00;00;25.66;74.00;0.00;6.79;32.01
2019;12;24;01;00;25.23;73.00;0.00;6.37;42.71
2019;12;24;02;00;24.87;72.00;0.00;5.60;45.00
2019;12;24;03;00;24.56;71.00;0.00;4.58;45.00
2019;12;24;04;00;24.31;71.00;0.00;3.71;60.95
2019;12;24;05;00;24.15;72.00;0.00;3.67;78.69
2019;12;24;06;00;24.45;69.00;0.00;4.83;63.43
2019;12;24;07;00;24.72;66.00;0.00;6.64;77.47
2019;12;24;08;00;26.50;58.00;0.00;6.21;79.99
2019;12;24;09;00;28.46;49.00;0.00;5.76;90.00
2019;12;24;10;00;30.19;44.00;0.00;2.97;104.04
2019;12;24;11;00;30.58;44.00;0.00;2.41;243.43
2019;12;24;12;00;31.05;43.00;0.00;6.85;273.01
2019;12;24;13;00;31.66;42.00;0.00;9.78;276.34
2019;12;24;14;00;32.00;43.00;0.00;11.66;278.88
2019;12;24;15;00;30.69;48.00;0.00;13.55;286.99
2019;12;24;16;00;29.19;54.00;0.00;14.02;299.20
2019;12;24;17;00;28.28;58.00;0.00;12.31;307.87
2019;12;24;18;00;27.55;64.00;0.00;9.45;319.64
2019;12;24;19;00;27.16;68.00;0.00;7.24;333.43
2019;12;24;20;00;26.91;69.00;0.00;5.24;344.05
2019;12;24;21;00;26.79;70.00;0.00;3.67;348.69
2019;12;24;22;00;26.69;70.00;0.00;2.97;345.96
2019;12;24;23;00;26.59;70.00;0.00;2.97;345.96
